file,sha256,center_hz,sample_rate,gain_db,iq_pairs,tx_key,te,repeat,analysis_window_pairs,analysis_threshold,analysis_crop_start_window,analysis_crop_end_window,class_count,class_digest,inferred_base,notes
te500-keybeef90-rep10-433920000.iq,82a6a7a91ab7a72ae76ab4d934b2f24d08a61e7462b8025c14b28245d4de6790,433920000,250000,28.0,1250000,BEEF90,500,10,20,131072,,,499,f85a7588338de63f1506c84cecb0e026,7,sequence and repeat baseline for the BEEF90 family
te500-keybeef90-rep20-433920000.iq,66a288869a6e9d625406dee2a5600f253a9cedd195364f99b4e37b8b634e7a0b,433920000,250000,28.0,1250000,BEEF90,500,20,20,131072,,,499,f85a7588338de63f1506c84cecb0e026,7,repeat-variation metamer within the BEEF90 family
te500-keybeef91-rep10-433920000.iq,6b9445944437da80f6a384a18d423fa9430150ff6b59e39af26437695a676428,433920000,250000,28.0,1250000,BEEF91,500,10,20,131072,,,499,c1ac30530c8eebe44f04102fae1278b6,7,sequence probe within the BEEF check-payload-counter family
te500-keybeef92-rep10-433920000.iq,72eff852bc2a0ae0372d549b79c55aede309f070a7ac78db008caa4e9242ddab,433920000,250000,28.0,1250000,BEEF92,500,10,20,131072,,,499,ad974a101e2cd2f2a7179c4f98aef658,7,sequence probe within the BEEF check-payload-counter family
te500-keybeef93-rep10-433920000.iq,fae6e8d02dc9213c4c5f3195d5ea09351db54b38ed0d2773df3e6c169075a0c1,433920000,250000,28.0,1250000,BEEF93,500,10,20,131072,,,499,034f6a475fd5cad7781fc84db41d557b,7,sequence probe within the BEEF check-payload-counter family
te500-keybeef9e-rep10-433920000.iq,85b8205076e9e14941a10aabfe23954c8020f98b4398526996539091fd48b750,433920000,250000,28.0,1250000,BEEF9E,500,10,20,131072,,,499,bd3b6285861b564df1b6000563d5caa9,7,payload-carry probe within the BEEF check-payload-counter family
te500-keybeef9f-rep10-433920000.iq,7aeca88b62e11dc36b061ca139407e0dfb2977ac6f89cbc8bb93718c0548fca9,433920000,250000,28.0,1250000,BEEF9F,500,10,20,131072,,,499,6496d1f50b4513c048912f05391c9940,7,payload-carry probe within the BEEF check-payload-counter family
te500-keybeefa0-rep10-433920000.iq,9174c2843088384187760d3595b1716b6c98d6b3967c9438cc85a3a8f07e1176,433920000,250000,28.0,1250000,BEEFA0,500,10,20,131072,,,499,068353c8dba7c32b0794058b62046c21,7,payload-carry probe within the BEEF check-payload-counter family
te500-keybeefa1-rep10-433920000.iq,e5f5c0abc4568a6018d1661d3107aa0de009b58ba6073c2c67b2b97415308f0e,433920000,250000,28.0,1250000,BEEFA1,500,10,20,131072,,,499,d97a04c0ab993ff90d6586936ea64244,7,payload-carry probe within the BEEF check-payload-counter family
te600-keybeef90-rep10-433920000.iq,39686d4e24c2ea1ebf32ca56ef56f50ae1c072ac66a15c812150a1f22234e8b8,433920000,250000,28.0,1250000,BEEF90,600,10,20,131072,,,499,f85a7588338de63f1506c84cecb0e026,8,canonical full-file BEEF90 family
te640-keya5c3d0-rep10-433920000.iq,02c9cbac0256d4e81d0f876026a8e8a82ecb917c3f83e950caa8b4f3090e8db3,433920000,250000,28.0,1250000,A5C3D0,640,10,20,131072,,,499,9f6094750e509ccb6fd90af68d59b170,8,canonical full-file A5C3D0 family
te900-keybeef90-rep10-433920000.iq,f2924a19d56cdf1a03b3001455b3984a2a818d5bc6d345a35d4849aaaad62aea,433920000,250000,28.0,1250000,BEEF90,900,10,20,131072,,,499,f85a7588338de63f1506c84cecb0e026,11,canonical full-file BEEF90 family
te960-keya5c3d0-rep10-433920000.iq,397b0080c206caf9440fa54c585c5bd4b71c0328315b10b334b8228ed5cbec41,433920000,250000,28.0,1250000,A5C3D0,960,10,20,131072,,,499,9f6094750e509ccb6fd90af68d59b170,12,canonical full-file A5C3D0 family
